node_id	species	metabolic_type	feeding_type	environment	feeding_mode	trophic_level	d15N	Mean_mass_g	mobility
241	Pseudostichopus_villosus	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	7.69	4.3E-02	2
242	Elpidia_glacialis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	7.69	1.0E-02	2
243	Chiridota_weddellensis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	7.69	2.3E+00	2
244	Ekmocucumis_steineni	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.4	2.3E+00	2
245	Ekmocucumis_turqueti	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	7.69	2.3E+00	2
246	Abyssocucumis_liouvillei	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	7.69	1.5E-01	2
247	Psolus_dubiosus	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	5.9	8.5E-02	2
248	Psolus_charcoti	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	6.97	6.2E-02	2
249	Psolus_antarcticus	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	6.325	8.5E-02	2
250	Echinopsolus_acanthocola	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.95	8.1E-03	2
251	Ekmocucumis_turqueti_turqueti	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	7.69	1.9E+01	2
252	Taeniogyrus_contortus	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	5.47	8.5E-02	2
253	Silicularia_rosea	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.38	4.825	2.2E-03	1
254	Tubularia_ralphii	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	3.57	4.825	2.9E-02	1
255	Oswaldella_antarctica	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.825	1.3E+00	1
256	Monocaulus_parvula	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.41	4.825	2.8E+00	1
257	Rhodalia_miranda	Invertebrate	carnivorous	pelagic	predator	3.66	4.67	1.5E-01	4
258	Atolla_wyvillei	Invertebrate	carnivorous	pelagic	predator	3.66	6.62	1.5E+00	4
259	Dimophyes_arctica	Invertebrate	carnivorous	pelagic	predator	3.66	2.6	1.5E-01	4
260	Diphyes_antarctica	Invertebrate	carnivorous	pelagic	predator	3.66	5.05	1.5E-01	4
261	Bargmannia	Invertebrate	carnivorous	pelagic	predator	3.60	4.67	1.2E-02	4
262	Solmundella_bitentaculata	Invertebrate	carnivorous	pelagic	predator	4.20	6.197	3.3E+00	4
263	Dipulmaris_antarctica	Invertebrate	carnivorous	pelagic	predator	4.03	6.197	2.2E+00	4
264	Desmonema_glaciale	Invertebrate	carnivorous	pelagic	predator	3.89	6.197	8.0E+01	4
265	Periphylla_periphylla	Invertebrate	carnivorous	pelagic	predator	3.89	4.92	2.7E+00	4
266	Urticinopsis_antarctica	Invertebrate	omnivorous	benthic	predator	3.90	9.88	2.3E+00	1
267	Isotealia_antarctica	Invertebrate	omnivorous	benthic	predator	2.22	9.88	4.3E-02	1
268	Edwardsia_meridionalis	Invertebrate	omnivorous	benthic	predator	2.14	9.88	1.8E-02	1
269	Isosicyonis_alba	Invertebrate	omnivorous	benthic	predator	2.14	9.88	1.8E-02	1
270	Primnoisis_antarctica	Invertebrate	carnivorous	benthic	predator	3.57	6.315	1.5E+00	1
271	Gersemia_antarctica	Invertebrate	omnivorous	benthic	predator	2.08	5.34	5.8E+03	1
272	Clavularia_frankiliana	Invertebrate	omnivorous	benthic	predator	2.38	5.34	8.5E-02	1
273	Primnoella	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.24	1.3E-01	1
274	Ainigmaptilon_antarcticus	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	5.4	1.3E-01	1
275	Armadillogorgia_cyathella	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	5.2	1.3E-01	1
276	Alcyonium_antarcticum	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.32	1.3E-01	1
277	Anthomastus_bathyproctus	Invertebrate	omnivorous	benthic	predator	2.02	6.32	1.3E+00	1
278	Nuttallochiton_mirandus	Invertebrate	omnivorous	benthic	predator	3.00	8.78	2.9E-01	2
279	Callochiton_gaussi	Invertebrate	omnivorous	benthic	predator	3.00	8.49	6.6E-04	2
280	Notaeolidia_gigas	Invertebrate	omnivorous	benthic	predator	3.97	7.368	3.5E-01	2
281	Austrodoris_kerguelenensis	Invertebrate	omnivorous	benthic	predator	3.00	12.1	3.4E+00	2
282	Trophon_longstaffi	Invertebrate	omnivorous	benthic	predator	3.00	7.368	2.6E-04	2
283	Tritonia_antarctica	Invertebrate	omnivorous	benthic	predator	2.50	7.368	1.9E-01	2
284	Aegires_albus	Invertebrate	omnivorous	benthic	predator	3.00	7.368	1.8E-02	2
285	Bathydoris_clavigera	Invertebrate	omnivorous	benthic	predator	3.23	10.8	3.4E+00	2
286	Tritoniella_belli	Invertebrate	omnivorous	benthic	predator	2.98	7.368	3.5E-01	2
287	Harpovoluta_charcoti	Invertebrate	omnivorous	benthic	predator	3.03	11.89	2.9E-01	2
288	Puncturella_conica	Invertebrate	omnivorous	benthic	predator	2.96	7.368	1.1E-03	2
289	Neobuccinum_eatoni	Invertebrate	omnivorous	benthic	predator	3.00	10.24	1.5E-01	2
290	Marseniopsis_mollis	Invertebrate	omnivorous	benthic	predator	3.00	7.7	1.0E-02	2
291	Marseniopsis_conica	Invertebrate	omnivorous	benthic	predator	3.00	6.5	1.0E-02	2
292	Parmaphorella_mawsoni	Invertebrate	herbivorous/detrivorous	benthic	grazer	2.00	9.6	4.3E-02	2
293	Amauropsis_rossiana	Invertebrate	carnivorous	benthic	predator	3.32	7.368	1.0E-02	2
294	Newnesia_antarctica	Invertebrate	herbivorous/detrivorous	benthic	grazer	2.00	7.368	1.8E-02	2
295	Falsimargarita_gemma	Invertebrate	herbivorous/detrivorous	benthic	grazer	2.00	7.368	1.0E-02	2
296	Marginella_ealesa	Invertebrate	herbivorous/detrivorous	benthic	grazer	2.00	7.368	1.8E-02	2
297	Pontiothauma_ergata	Invertebrate	carnivorous	benthic	predator	4.19	7.368	6.9E-01	2
298	Probuccinum_tenuistriatum	Invertebrate	carnivorous	benthic	predator	4.19	7.368	4.8E-04	2
299	Nacella_concinna	Invertebrate	carnivorous	benthic	predator	3.00	6.18	4.8E-04	2
300	Clione_limacina	Invertebrate	carnivorous	pelagic	predator	4.61	2.48	1.4E-02	4
301	Clione_antarctica	Invertebrate	carnivorous	pelagic	predator	4.11	2.48	1.0E-01	4
302	Clio_pyramidata	Invertebrate	carnivorous	pelagic	predator	3.11	2.48	1.7E-02	4
303	Limacina_helicina_antarctica	Invertebrate	carnivorous	pelagic	predator	3.11	2.48	9.4E-05	4
304	Pareledone_charcoti	Invertebrate	carnivorous	benthic	predator	4.54	9.3	3.3E+00	3
305	Pareledone_antarctica	Invertebrate	carnivorous	benthic	predator	4.38	8.75	2.9E+01	3
306	Psychroteuthis_glacialis	Invertebrate	carnivorous	pelagic	predator	4.10	6.55	7.7E+02	3
307	Moroteuthis_ingens	Invertebrate	carnivorous	pelagic	predator	4.11	6.55	8.5E+02	3
308	Alluroteuthis_antarcticus	Invertebrate	carnivorous	pelagic	predator	4.34	6.55	2.9E+01	3
309	Galiteuthis_glacialis	Invertebrate	carnivorous	pelagic	predator	3.26	6.55	1.8E+03	3
310	Kondakovia_longimana	Invertebrate	carnivorous	pelagic	predator	3.26	6.9	3.3E+02	3
311	Gonatus_antarcticus	Invertebrate	carnivorous	pelagic	predator	4.31	6.55	8.5E+02	3
312	Mesonychoteuthis_hamiltoni	Invertebrate	carnivorous	pelagic	predator	4.88	6.55	1.1E+05	3
313	Martialia_hyadesi	Invertebrate	carnivorous	pelagic	predator	4.54	6.55	3.3E+02	3
314	Cyclocardia_astartoides	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	7.07	3.0E-05	2
315	Yolida_eightsi	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.48	2.3E-02	2
316	Laternula_elliptica	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	5.65	5.5E-01	2
317	Limopsis_lillei	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	7.19	4.6E-03	2
318	Limopsis_marionensis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	8.26	3.5E-01	2
319	Lissarca_notorcadensis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	5.28	5.6E-04	2
320	Propeleda_longicaudata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	2.88	1.2E-02	2
321	Cadulus_dalli_antarcticum	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	3.48	1.7E-03	1
322	Fissidentalium_majorinum	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	7.22	1.3E-01	1
323	Cinachyra_antarctica	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	12.5	1.8E-01	1
324	Cinachyra_barbata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	9.2	1.8E-01	1
325	Bathydorus_spinosus	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	1.2E+00	1
326	Iophon_radiatus	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	5.58	2.3E+00	1
327	Kirkpatrickia_variolosa	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	11	4.5E+01	1
328	Rossella_racovitzae	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.53	4.5E+01	1
329	Stylocordyla_borealis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	3.9	4.5E+01	1
330	Homaxinella_balfourensis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	2.3E+00	1
331	Scolymastra_joubini	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	7.2E+02	1
332	Latrunculia_apicalis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	1.0E+00	1
333	Latrunculia_brevis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	1.0E+00	1
334	Tetilla_leptoderma	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	3.0E+01	1
335	Haliclona_dancoi	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	5.6E+00	1
336	Mycale_acerata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	1.2E+01	1
337	Rossella_antarctica	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.66	1.2E+01	1
338	Rossella_tarenja	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	5.71	1.2E+01	1
339	Haliclona_tenella	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	5.6E+00	1
340	Clathria_pauper	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	2.3E+00	1
341	Calyx_arcuarius	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	2.3E+00	1
342	Isodyctia_toxophila	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	5.6E+00	1
343	Isodyctia_cavicornuta	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	5.6E+00	1
344	Isodyctia_steifera	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	5.6E+00	1
345	Axociella_nidificata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	6.5E+00	1
346	Rossella_nuda	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	7.61	3.0E+02	1
347	Tentorium_papillatum	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	5.6E+00	1
348	Tentorium_semisuberites_	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	5.6E+00	1
349	Tedania_oxeata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	5.6E+00	1
350	Tedania_tantulata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	5.6E+00	1
351	Tedania_vanhoeffeni	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	5.6E+00	1
352	Phorbas_areolatus	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	1.2E+00	1
353	Phorbas_glaberrima	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	1.2E+00	1
354	Polymastia_invaginata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	9.2E-01	1
355	Polymastia_isidis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	9.2E-01	1
356	Anoxycalyx_joubini	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.29	7.2E+02	1
357	Beroe_cucumis	Invertebrate	carnivorous	pelagic	predator	4.19	5.49	8.5E-02	4
358	Lyrocteis_flavopallidus	Invertebrate	carnivorous	pelagic	predator	3.66	5.49	1.9E-01	4
359	Callianira_antarctica	Invertebrate	carnivorous	pelagic	predator	3.78	5.49	5.6E+00	4
360	Baseodiscus_antarcticus	Invertebrate	carnivorous/necrovorous	benthic	predator/scavenger	3.52	12.55	5.8E+03	2
361	Lineus_longifissus	Invertebrate	carnivorous/necrovorous	benthic	predator/scavenger	3.52	11.4	5.8E+03	2
362	Parborlasia_corrugatus	Invertebrate	carnivorous/necrovorous	benthic	predator/scavenger	3.52	8.63	5.8E+03	2
363	Phascolion_strombi	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	6.7	6.3E-07	2
364	Golfingia_nordenskojoeldi	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	7.05	6.3E-07	2
365	Golfingia_mawsoni	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	7.05	4.1E-05	2
366	Golfingia_ohlini	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	7.05	2.8E-05	2
367	Golfingia_anderssoni	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	7.05	2.2E-03	2
368	Golfingia_margaritacea_margaritacea	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	7.05	9.2E-01	2
369	Alomasoma_belyaevi	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	8.18	5.7E-01	2
370	Echiurus_antarcticus	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	6.99	8.8E-04	2
371	Hamingia	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	8.33	1.8E-02	2
372	Maxmuelleria_faex	Invertebrate	detrivorous	benthic	deposit-feeder	2.00	8.2	1.0E-02	2
373	Flustra_angusta	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.76	6.9E-01	1
374	Camptoplites_tricornis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.8	6.9E-01	1
375	Nematoflustra_flagellata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.76	5.6E+00	1
376	Austroflustra_vulgaris	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.76	1.5E-01	1
377	Melicerita_obliqua	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.63	6.9E-01	1
378	Systenopora_contracta	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.76	3.0E+01	1
379	Flustra_antarctica	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	3.13	5.6E+00	1
380	Fasciculiporoides_ramosa	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.76	1.2E+00	1
381	Reteporella_hippocrepis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.76	2.3E+00	1
382	Lageneschara_lyrulata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.76	8.5E-02	1
383	Isoschizoporella_tricuspis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.7	6.9E-01	1
384	Caulastraea_curvata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.76	6.9E-01	1
385	Chondriovelum_adeliense	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.76	6.9E-01	1
386	Bostrychopora_dentata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	4.76	8.5E-02	1
387	Liothyrella_uva	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.23	8.5E-02	1
388	Magellania_joubini	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.7	2.2E-03	1
389	Magellania_fragilis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.7	8.2E-02	1
390	Crania_lecointei	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.7	1.4E-04	1
391	Compsothyris_racovitzae	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.7	2.2E-03	1
392	Liothyrella_uva_antarctica	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.52	8.5E-02	1
393	Eukrohnia_hamata	Invertebrate	omnivorous	pelagic	predator	3.10	5.33	5.2E-03	4
394	Pseudosagitta_gazellae	Invertebrate	omnivorous	pelagic	predator	3.14	5.01	1.5E-01	4
395	Sagitta_marri	Invertebrate	omnivorous	pelagic	predator	3.11	5.16	1.3E-03	4
396	Pseudosagitta_maxima	Invertebrate	omnivorous	pelagic	predator	3.11	5.76	3.5E-01	4
397	Cephalodiscus	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.6	2.0E-01	1
398	Molgula_pedunculata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.19	1.1E+01	1
399	Ascidia_challengeri	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.19	6.9E-01	1
400	Corella_eumyota	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.19	5.6E+00	1
401	Aplidium_vastum	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.19	5.6E+00	1
402	Synoicum_adareanum	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.19	4.1E+00	1
403	Cnemidocarpa_verrucosa	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.56	1.5E+01	1
404	Sycozoa_sigillinoides	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.19	1.0E-02	1
405	Pyura_bouvetensis	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.19	8.5E-02	1
406	Pyura_discoveryi	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.19	1.5E-01	1
407	Pyura_setosa	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.19	2.9E-01	1
408	Pyura_tunicata	Invertebrate	herbivorous/detrivorous	benthic	suspension-feeder	2.00	6.19	1.9E-01	1
409	Salpa_thompsoni	Invertebrate	omnivorous	pelagic	predator	2.27	0.416	1.4E-01	4
410	Salpa_gerlachei	Invertebrate	omnivorous	pelagic	predator	2.06	0.416	7.4E-03	4
411	Ihlea_racovitzai	Invertebrate	omnivorous	pelagic	predator	2.06	0.416	7.4E-03	4
412	Artedidraco_orianae	ectotherm_vertebrate	carnivorous	demersal	predator	3.74	12	9.5E+01	4
413	Artedidraco_loennbergi	ectotherm_vertebrate	carnivorous	demersal	predator	3.86	11.84	1.7E+01	4
414	Artedidraco_skottsbergi	ectotherm_vertebrate	carnivorous	demersal	predator	3.85	12.53	3.3E+01	4
415	Dolloidraco_longedorsalis	ectotherm_vertebrate	carnivorous	demersal	predator	3.72	13.5	1.3E+01	4
416	Pogonophryne_marmorata	ectotherm_vertebrate	carnivorous	demersal	predator	3.71	11.83	1.9E+02	4
417	Pogonophryne_phyllopogon	ectotherm_vertebrate	carnivorous	demersal	predator	3.90	11.63	2.3E+02	4
418	Pogonophryne_permitini	ectotherm_vertebrate	carnivorous	demersal	predator	3.91	13.61	8.0E+01	4
419	Pogonophryne_scotti	ectotherm_vertebrate	carnivorous	demersal	predator	3.91	11.41	4.4E+02	4
420	Pogonophryne_barsukovi	ectotherm_vertebrate	carnivorous	demersal	predator	3.91	13.61	1.9E+02	4
421	Cygnodraco_mawsoni	ectotherm_vertebrate	carnivorous	demersal	predator	4.01	10.674	7.6E+02	4
422	Gerlachea_australis	ectotherm_vertebrate	carnivorous	benthopelagic	predator	3.91	9.58	2.6E+02	4
423	Gymnodraco_acuticeps	ectotherm_vertebrate	carnivorous	demersal	predator	3.75	10.74	1.4E+03	4
424	Prionodraco_evansii	ectotherm_vertebrate	carnivorous	demersal	predator	3.50	9.84	6.4E+01	4
425	Racovitzia_glacialis	ectotherm_vertebrate	carnivorous	bathydemersal	predator	3.61	10.08	4.3E+02	4
426	Chaenodraco_wilsoni	ectotherm_vertebrate	carnivorous	benthopelagic	predator	3.32	8.23	2.1E+02	4
427	Chionodraco_hamatus	ectotherm_vertebrate	carnivorous	demersal	predator	3.80	11.74	1.1E+03	4
428	Chionodraco_myersi	ectotherm_vertebrate	carnivorous	demersal	predator	4.09	11.2	3.7E+02	4
429	Cryodraco_antarcticus	ectotherm_vertebrate	carnivorous	demersal	predator	3.54	12.25	1.3E+03	4
430	Dacodraco_hunteri	ectotherm_vertebrate	carnivorous	demersal	predator	4.79	12.79	3.3E+02	4
431	Pagetopsis_maculatus	ectotherm_vertebrate	carnivorous	demersal	predator	4.09	10.11	8.1E+01	4
432	Aethotaxis_mitopteryx	ectotherm_vertebrate	carnivorous	benthopelagic	predator	3.86	12.3	4.9E+01	4
433	Dissostichus_mawsoni	ectotherm_vertebrate	carnivorous	pelagic	predator	4.14	9.07	2.4E+04	4
434	Trematomus_eulepidotus	ectotherm_vertebrate	carnivorous	benthopelagic	predator	3.68	9.43	4.8E+02	4
435	Trematomus_lepidorhinus	ectotherm_vertebrate	carnivorous	benthopelagic	predator	3.80	9.025	1.5E+02	4
436	Trematomus_loennbergii	ectotherm_vertebrate	carnivorous	benthopelagic	predator	4.08	12.567	2.5E+02	4
437	Trematomus_nicolai	ectotherm_vertebrate	carnivorous	benthopelagic	predator	3.83	8.165	6.6E+02	4
438	Trematomus_pennellii	ectotherm_vertebrate	carnivorous	demersal	predator	4.02	10.688	3.0E+02	4
439	Trematomus_scotti	ectotherm_vertebrate	carnivorous	demersal	predator	3.81	10.852	9.5E+01	4
440	Pleuragramma_antarcticum	ectotherm_vertebrate	carnivorous	demersal	predator	3.64	9.043	3.0E+02	4
441	Notothenia_marmorata	ectotherm_vertebrate	carnivorous	demersal	predator	4.17	11.982	8.6E+03	4
442	Notothenia_coriiceps	ectotherm_vertebrate	carnivorous	demersal	predator	4.24	11.982	2.0E+03	4
443	Trematomus_bernacchii	ectotherm_vertebrate	carnivorous	demersal	predator	3.61	11.12	2.4E+02	4
444	Trematomus_hansoni	ectotherm_vertebrate	carnivorous	benthopelagic	predator	4.34	9.076	3.0E+02	4
445	Macrourus_holotrachys	ectotherm_vertebrate	carnivorous	benthopelagic	predator	4.75	11.6	3.8E+03	4
446	Macrourus_whitsoni	ectotherm_vertebrate	carnivorous	benthopelagic	predator	4.58	9.565	5.1E+03	4
447	Electrona_antarctica	ectotherm_vertebrate	carnivorous	pelagic	predator	3.47	8.46	3.9E+01	4
448	Harpagifer_antarcticus	ectotherm_vertebrate	carnivorous	demersal	predator	3.79	11.75	3.6E+01	4
449	Bathylagus_antarcticus	ectotherm_vertebrate	carnivorous	pelagic	predator	3.35	9.22	2.7E+01	4
450	Notolepis_coatsi	ectotherm_vertebrate	carnivorous	pelagic	predator	3.48	8.52	3.1E+00	4
451	Gymnoscopelus_braueri	ectotherm_vertebrate	carnivorous	pelagic	predator	3.59	8.317	2.5E+01	4
452	Gymnoscopelus_opisthopterus	ectotherm_vertebrate	carnivorous	pelagic	predator	3.38	8.317	3.6E+01	4
453	Gymnoscopelus_nicholsi	ectotherm_vertebrate	carnivorous	pelagic	predator	3.71	8.317	1.1E+02	4
454	Protomyctophum_bolini	ectotherm_vertebrate	carnivorous	pelagic	predator	3.42	8.05	5.6E+00	4
455	Pagetopsis_macropterus	ectotherm_vertebrate	carnivorous	demersal	predator	4.71	9.99	6.1E+02	4
456	Muraenolepis_marmoratus	ectotherm_vertebrate	omnivorous	benthopelagic	predator	3.17	8.88	1.0E+03	4
457	Muraenolepis_microps	ectotherm_vertebrate	carnivorous	benthopelagic	predator	3.68	10.04	7.1E+02	4
458	Pachycara_brachycephalum	ectotherm_vertebrate	carnivorous	demersal	predator	3.96	13.83	3.5E+00	4
459	Champsocephalus_gunnari	ectotherm_vertebrate	carnivorous	pelagic	predator	3.72	8.107	2.2E+03	4
460	Fulmarus_glacialoides	endotherm_vertebrate	carnivorous/necrovorous	land-based	predator/scavenger	4.45	6.71	1.4E+04	4
461	Thalassoica_antarctica	endotherm_vertebrate	carnivorous	land-based	predator	4.43	5.57	6.0E+02	4
462	Halobaena_caerulea	endotherm_vertebrate	carnivorous	land-based	predator	4.39	6.25	2.3E+02	4
463	Daption_capense	endotherm_vertebrate	carnivorous	land-based	predator	4.43	6.47	5.5E+03	4
464	Pagodroma_nivea	endotherm_vertebrate	carnivorous	land-based	predator	4.23	7.19	4.0E+03	4
465	Aphrodroma_brevirostris	endotherm_vertebrate	carnivorous	land-based	predator	4.21	7.84	3.3E+02	4
466	Macronectes_halli	endotherm_vertebrate	carnivorous/necrovorous	land-based	predator/scavenger	5.00	12.13	4.1E+03	4
467	Macronectes_giganteus	endotherm_vertebrate	carnivorous/necrovorous	land-based	predator/scavenger	4.33	12.13	4.7E+03	4
468	Procellaria_aequinoctialis	endotherm_vertebrate	carnivorous	land-based	predator	4.28	6.65	6.0E+02	4
469	Oceanites_oceanicus	endotherm_vertebrate	carnivorous/necrovorous	land-based	predator/scavenger	4.11	8.28	6.0E+02	4
470	Sterna_vittata	endotherm_vertebrate	carnivorous	land-based	predator	3.88	5.4	4.2E+02	4
471	Sterna_paradisaea	endotherm_vertebrate	carnivorous	land-based	predator	4.08	5.85	3.8E+02	4
472	Pachyptila_desolata	endotherm_vertebrate	carnivorous	land-based	predator	4.25	6.38	1.7E+02	4
473	Aptenodytes_forsteri	endotherm_vertebrate	carnivorous	land-based	predator	4.78	10.28	1.1E+04	4
474	Pygoscelis_adeliae	endotherm_vertebrate	carnivorous	land-based	predator	3.80	8.54	8.8E+02	4
475	Lobodon_carcinophaga	endotherm_vertebrate	carnivorous	land-based	predator	4.29	6.083	7.5E+05	4
476	Hydrurga_leptonyx	endotherm_vertebrate	carnivorous	land-based	predator	4.74	7.75	1.4E+06	4
477	Arctocephalus_gazella	endotherm_vertebrate	carnivorous	land-based	predator	4.68	8.014	3.2E+05	4
478	Mirounga_leonina	endotherm_vertebrate	carnivorous	land-based	predator	4.88	6.91	5.0E+06	4
479	Ommatophoca_rossii	endotherm_vertebrate	carnivorous	land-based	predator	4.88	9.26	3.7E+05	4
480	Leptonychotes_weddelli	endotherm_vertebrate	carnivorous	land-based	predator	4.87	13.916	7.7E+05	4
481	Balaenoptera_musculus	endotherm_vertebrate	carnivorous	benthopelagic	predator	4.07	10.17	1.9E+06	4
482	Balaenoptera_physalus	endotherm_vertebrate	carnivorous	benthopelagic	predator	4.07	10.17	8.6E+08	4
