Link ID	Link reference 	Body size reference	Geographic location	General habitat	Specific habitat	Link methodology	Body size methodology	Taxonomy consumer	Lifestage consumer	Common name(s) consumer	Metabolic category consumer	Type of feeding interaction	Minimum length (m) consumer	Mean length (m) consumer	Maximum length (m) consumer	Minimum mass (g) consumer	Mean mass (g) consumer	Maximum mass (g) consumer	Taxonomy resource	Lifestage - resource	Common name(s) resource	Metabolic category resource	Minimum length (m) resource	Mean length (m) resource	Maximum length (m) resource	Minimum mass (g) resource	Mean mass (g) resource	Maximum mass (g) resource	Consumer/resource body mass ratio	Notes		
15451	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Foraminifera	adult	Foraminifera	Invertebrate	0.00007	0.00013	-999	-999	-999	-999	3760787.85	-999
15452	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Porifera	adult	Porifera	Invertebrate	0.0645	0.26	1	-999	-999	-999	0.007415954	-999
15453	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Hydrozoa	-999	Hydrozoa	Invertebrate	0.015	0.125	0.18	-999	-999	-999	0.050523444	-999
15454	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Nematoda	adult	Nematoda	Invertebrate	0.00003	0.001	-999	-999	-999	-999	3051738.755	-999
15455	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Bivalvia	adult	Bivalvia	Invertebrate	0.001	0.03675	0.093	-999	-999	-999	1.24859887	-999
15456	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	0.400600492	-999
15457	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	22.35230581	-999
15458	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Mysidacea	adult	Mysidacea	Invertebrate	0.008	0.07	-999	-999	-999	-999	6.369186683	-999
15459	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Euphausiacea	adult	Euphausiacea	Invertebrate	0.00617	0.0172	0.03631	-999	-999	-999	121.3892209	-999
15460	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	2.053568745	-999
15461	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Bryozoa	adult	Bryozoa	Invertebrate	0.05	0.1	0.35	-999	-999	-999	0.09065613	-999
15462	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Ophiuroida	adult	Ophiuroida	Invertebrate	0.001	0.0404	0.0633	-999	-999	-999	0.974267018	-999
15463	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Echinoida	adult	Echinoida	Invertebrate	0.002	0.066	-999	-999	-999	-999	0.269272539	-999
15464	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	predacious	0.002	0.04	-999	-999	-999	-999	Anthozoa	adult	Anthozoa	Invertebrate	0.005	0.6285	-999	-999	-999	-999	0.000734239	-999
15465	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	detritivorous	0.002	0.04	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	1.02451E+14	-999
15466	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophionotus victoriae	adult	ophiuroid	invertebrate	detritivorous	0.002	0.04	-999	-999	-999	-999	Sediment	-999	Sediment	detritus	0.00004	0.0005	-999	-999	-999	-999	2.29837E+11	-999
15467	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophioceres incipiens	adult	ophiuroid	invertebrate	herbivorous	0.002	0.011	-999	-999	-999	-999	Diatoms	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	9.72171E+11	-999
15468	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophioceres incipiens	adult	ophiuroid	invertebrate	herbivorous	0.002	0.011	-999	-999	-999	-999	Silicioflagellates	-999	Silicioflagellates	photo-autotroph	-999	0.00007	-999	-999	-999	-999	1.27438E+13	-999
15469	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophioceres incipiens	adult	ophiuroid	invertebrate	herbivorous	0.002	0.011	-999	-999	-999	-999	Flagellate	-999	Phytoplankton	photo-autotroph	-999	0.00003	-999	-999	-999	-999	4.3335E+14	-999
15470	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophioceres incipiens	adult	ophiuroid	invertebrate	predacious	0.002	0.011	-999	-999	-999	-999	Foraminifera	adult	Foraminifera	Invertebrate	0.00007	0.00013	-999	-999	-999	-999	127741.0533	-999
15471	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophioceres incipiens	adult	ophiuroid	invertebrate	predacious	0.002	0.011	-999	-999	-999	-999	Porifera	adult	Porifera	Invertebrate	0.0645	0.26	1	-999	-999	-999	0.000251894	-999
15472	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophioceres incipiens	adult	ophiuroid	invertebrate	predacious	0.002	0.011	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	0.013607024	-999
15473	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophioceres incipiens	adult	ophiuroid	invertebrate	predacious	0.002	0.011	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	0.069752681	-999
15474	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophioceres incipiens	adult	ophiuroid	invertebrate	predacious	0.002	0.011	-999	-999	-999	-999	Anthozoa	adult	Anthozoa	Invertebrate	0.005	0.6285	-999	-999	-999	-999	2.49396E-05	-999
15475	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophioceres incipiens	adult	ophiuroid	invertebrate	detritivorous	0.002	0.011	-999	-999	-999	-999	Sediment	-999	Sediment	detritus	0.00004	0.0005	-999	-999	-999	-999	7806770757	-999
15476	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophioceres incipiens	adult	ophiuroid	invertebrate	detritivorous	0.002	0.011	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	3.47991E+12	-999
15477	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	herbivorous	0.001	0.024	-999	-999	-999	-999	Diatoms	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	7.50667E+12	-999
15478	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	herbivorous	0.001	0.024	-999	-999	-999	-999	Silicioflagellates	-999	Silicioflagellates	photo-autotroph	-999	0.00007	-999	-999	-999	-999	9.84018E+13	-999
15479	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	herbivorous	0.001	0.024	-999	-999	-999	-999	Flagellate	-999	Phytoplankton	photo-autotroph	-999	0.00003	-999	-999	-999	-999	3.34613E+15	-999
15480	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Foraminifera	adult	Foraminifera	Invertebrate	0.00007	0.00013	-999	-999	-999	-999	986359.226	-999
15481	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Porifera	adult	Porifera	Invertebrate	0.0645	0.26	1	-999	-999	-999	0.001945016	-999
15482	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Cnidaria	adult	Cnidaria	Invertebrate	0.005	0.628	2	-999	-999	-999	0.000192974	-999
15483	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Bivalvia	adult	Bivalvia	Invertebrate	0.001	0.03675	0.093	-999	-999	-999	0.327475801	-999
15484	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	0.105067344	-999
15485	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Eunoe spica	adult	Polychaeta	Invertebrate	-999	0.052	-999	-999	-999	-999	5.259852084	-999
15486	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Ostracoda	adult	Ostracoda	Invertebrate	0.0001	0.0024	-999	-999	-999	-999	1991.143365	-999
15487	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	5.86244264	-999
15488	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Euphausiacea	adult	Euphausiacea	Invertebrate	0.00617	0.0172	0.03631	-999	-999	-999	31.83731247	-999
15489	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	0.538598974	-999
15490	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	predacious	0.001	0.024	-999	-999	-999	-999	Bryozoa	adult	Bryozoa	Invertebrate	0.05	0.1	0.35	-999	-999	-999	0.023776803	-999
15491	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	detritivorous	0.001	0.024	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	2.68703E+13	-999
15492	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis brevirima	adult	ophiuroid	invertebrate	detritivorous	0.001	0.024	-999	-999	-999	-999	Sediment	-999	Sediment	detritus	0.00004	0.0005	-999	-999	-999	-999	60280388807	-999
15493	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	herbivorous	0.001	0.021	-999	-999	-999	-999	Diatoms	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	5.29064E+12	-999
15494	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	herbivorous	0.001	0.021	-999	-999	-999	-999	Silicioflagellates	-999	Silicioflagellates	photo-autotroph	-999	0.00007	-999	-999	-999	-999	6.93529E+13	-999
15495	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	herbivorous	0.001	0.021	-999	-999	-999	-999	Flagellate	-999	Phytoplankton	photo-autotroph	-999	0.00003	-999	-999	-999	-999	2.35833E+15	-999
15496	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	predacious	0.001	0.021	-999	-999	-999	-999	Foraminifera	adult	Foraminifera	Invertebrate	0.00007	0.00013	-999	-999	-999	-999	695178.3046	-999
15497	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	predacious	0.001	0.021	-999	-999	-999	-999	Porifera	adult	Porifera	Invertebrate	0.0645	0.26	1	-999	-999	-999	0.001370832	-999
15498	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	predacious	0.001	0.021	-999	-999	-999	-999	Nematoda	adult	Nematoda	Invertebrate	0.00003	0.001	-999	-999	-999	-999	564111.2072	-999
15499	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	predacious	0.001	0.021	-999	-999	-999	-999	Bivalvia	adult	Bivalvia	Invertebrate	0.001	0.03675	0.093	-999	-999	-999	0.230802396	-999
15500	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	predacious	0.001	0.021	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	0.074050646	-999
15501	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	predacious	0.001	0.021	-999	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	4.13180394	-999
15502	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	predacious	0.001	0.021	-999	-999	-999	-999	Euphausiacea	adult	Euphausiacea	Invertebrate	0.00617	0.0172	0.03631	-999	-999	-999	22.43869001	-999
15503	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	predacious	0.001	0.021	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	0.379600364	-999
15504	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	predacious	0.001	0.021	-999	-999	-999	-999	Bryozoa	adult	Bryozoa	Invertebrate	0.05	0.1	0.35	-999	-999	-999	0.016757705	-999
15505	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	predacious	0.001	0.021	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	0.074050646	-999
15506	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	detritivorous	0.001	0.021	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	1.8938E+13	-999
15507	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	detritivorous	0.001	0.021	-999	-999	-999	-999	Sediment	-999	Sediment	detritus	0.00004	0.0005	-999	-999	-999	-999	42485148809	-999
15508	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiurolepis gelida	adult	ophiuroid	invertebrate	detritivorous	0.001	0.021	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	1.8938E+13	-999
15509	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	herbivorous	0.0164	0.0633	-999	-999	-999	-999	Diatoms	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	9.52733E+13	-999
15510	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Foraminifera	adult	Foraminifera	Invertebrate	0.00007	0.00013	-999	-999	-999	-999	12518704.21	-999
15511	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Porifera	adult	Porifera	Invertebrate	0.0645	0.26	1	-999	-999	-999	0.024685819	-999
15512	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Cnidaria	adult	Cnidaria	Invertebrate	0.005	0.628	2	-999	-999	-999	0.002449196	-999
15513	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Nematoda	adult	Nematoda	Invertebrate	0.00003	0.001	-999	-999	-999	-999	10158460.49	-999
15514	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Gastropoda	adult	Gastropoda	Invertebrate	0.005	0.0852	0.17	-999	-999	-999	0.459119757	-999
15515	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Laternula elliptica	adult	Bivalvia	Invertebrate	0.0236	0.093	0.093	-999	-999	-999	0.364965989	-999
15516	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Bivalvia	adult	Bivalvia	Invertebrate	0.001	0.03675	0.093	-999	-999	-999	4.156267397	-999
15517	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Adamussium colbecki	adult	Bivalvia	Invertebrate	-999	0.42	0.55	-999	-999	-999	0.007026913	-999
15518	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Yoldiella eightsi	adult	Bivalvia	Invertebrate	0.0165	0.0325	-999	-999	-999	-999	5.735130632	-999
15519	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	1.333496933	-999
15520	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ophiosparte gigas	adult	ophiuroid	invertebrate	predacious	0.0164	0.0633	-999	-999	-999	-999	Eunoe spica	adult	Polychaeta	Invertebrate	-999	0.052	-999	-999	-999	-999	66.75715165	-999
