Link ID	Link reference 	Body size reference	Geographic location	General habitat	Specific habitat	Link methodology	Body size methodology	Taxonomy consumer	Lifestage consumer	Common name(s) consumer	Metabolic category consumer	Type of feeding interaction	Minimum length (m) consumer	Mean length (m) consumer	Maximum length (m) consumer	Minimum mass (g) consumer	Mean mass (g) consumer	Maximum mass (g) consumer	Taxonomy resource	Lifestage - resource	Common name(s) resource	Metabolic category resource	Minimum length (m) resource	Mean length (m) resource	Maximum length (m) resource	Minimum mass (g) resource	Mean mass (g) resource	Maximum mass (g) resource	Consumer/resource body mass ratio	Notes		
16338	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	260.3609216	-999
16339	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	2833.928474	-999
16340	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Isopoda	adult	Isopoda	Invertebrate	0.003	0.08609	0.12	-999	-999	-999	522.9446574	-999
16341	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Copepoda	adult	Copepoda	Invertebrate	0.0039	0.00614	0.00663	-999	-999	-999	133876.0338	-999
16342	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Cyllopus lucasii	adult	amphipod	Invertebrate	0.021	0.022	0.027	-999	-999	-999	9178.438179	-999
16343	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Gastropoda	adult	Gastropoda	Invertebrate	0.005	0.0852	0.17	-999	-999	-999	17.48686645	-999
16344	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Echiurida	adult	Echiurida	Invertebrate	0.005	0.026	0.094	-999	-999	-999	391.9526093	-999
16345	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Sipunculida	adult	Sipunculida	Invertebrate	0.001	0.007	0.11	-999	-999	-999	12198.51226	-999
16346	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Zooplankton	adult	Zooplankton	Invertebrate	0.00015	0.002	-999	-999	-999	-999	1411540.768	-999
16347	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Fish	adult	Fish	ectotherm vertebrate	0.031	0.1671	1.38	-999	-999	-999	2.272956176	-999
16348	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Bryozoa	adult	Bryozoa	Invertebrate	0.05	0.1	0.35	-999	-999	-999	11.49380254	-999
16349	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Hydrozoa	-999	Hydrozoa	Invertebrate	0.015	0.125	0.18	-999	-999	-999	6.405595311	-999
16350	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Gastropoda	adult	Gastropoda	Invertebrate	0.005	0.0852	0.17	-999	-999	-999	17.48686645	-999
16351	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	50.78997891	-999
16352	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Ostracoda	adult	Ostracoda	Invertebrate	0.0001	0.0024	-999	-999	-999	-999	962526.7527	-999
16353	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Metridia gerlachei	adult	copepod	Invertebrate	0.0039	0.0042	0.0044	-999	-999	-999	297189.1207	-999
16354	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Epimeria robusta	adult	Amphipoda	Invertebrate	-999	0.04	-999	-999	-999	-999	2615.353724	-999
16355	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Tanaidacea	adult	Tanaidacea	Invertebrate	0.0015	0.015	-999	-999	-999	-999	20514.68122	-999
16356	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus bernacchii	adult	fish	ectotherm vertebrate	predacious	0.091	0.23	-999	-999	-999	-999	Yoldiella eightsi	adult	Bivalvia	Invertebrate	0.0165	0.0325	-999	-999	-999	-999	218.4385706	-999
16357	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Zooplankton	adult	Zooplankton	Invertebrate	0.00015	0.002	-999	-999	-999	-999	1748874.759	-999
16358	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Fish	adult	Fish	ectotherm vertebrate	0.031	0.1671	1.38	-999	-999	-999	2.816153648	-999
16359	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Trematomus pennellii	adult	Fish	ectotherm vertebrate	0.06	0.25	-999	-999	-999	-999	1	-999
16360	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Trematomus eulepidotus	adult	Fish	ectotherm vertebrate	0.12	0.3	-999	-999	-999	-999	0.625898913	-999
16361	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Isopoda	adult	Isopoda	Invertebrate	0.003	0.08609	0.12	-999	-999	-999	647.9194453	-999
16362	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Ceratoserolis meridionalis	adult	Isopoda	Invertebrate	-999	0.08	-999	-999	-999	-999	755.844971	-999
16363	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Cyllopus lucasii	adult	amphipod	Invertebrate	0.021	0.022	0.027	-999	-999	-999	11371.9272	-999
16364	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	3511.188687	-999
16365	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Decapoda	adult	Decapoda	Invertebrate	0.017	0.019	0.043	-999	-999	-999	15471.73929	-999
16366	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Euphausia superba	adult	Euphausiacea	Invertebrate	0.0012	0.0571	-999	-999	-999	-999	1534.567066	-999
16367	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Euphausia crystallorophias	adult	Euphausiacea	Invertebrate	0.007	0.034	-999	-999	-999	-999	4558.437187	-999
16368	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Copepoda	adult	Copepoda	Invertebrate	0.0039	0.00614	0.00663	-999	-999	-999	165870.1056	-999
16369	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Metridia gerlachei	adult	copepod	Invertebrate	0.0039	0.0042	0.0044	-999	-999	-999	368212.2143	-999
16370	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Pantopoda	adult	Pantopoda	Invertebrate	0.0022	0.02293	0.05	-999	-999	-999	10424.93091	-999
16371	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Pentanymphon antarcticum	adult	Pantopoda	Invertebrate	-999	0.0022	0.0053	-999	-999	-999	1431640.813	-999
16372	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	62.9279112	-999
16373	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Gastropoda	adult	Gastropoda	Invertebrate	0.005	0.0852	0.17	-999	-999	-999	21.66592708	-999
16374	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Trematomus hansoni	adult	fish	ectotherm vertebrate	predacious	-999	0.25	0.38	-999	-999	-999	Neobuccinum eatoni	adult	Gastropoda	Invertebrate	-999	0.06	-999	-999	-999	-999	54.29661301	-999
16375	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Macrourus holotrachis	adult	fish	ectotherm vertebrate	predacious	0.273	0.674	-999	-999	-999	-999	Octopoda	adult	Cephalopoda	Invertebrate	-999	0.043	-999	-999	-999	-999	1662.615303	-999
16376	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Macrourus holotrachis	adult	fish	ectotherm vertebrate	predacious	0.273	0.674	-999	-999	-999	-999	Squid	adult	Squid	Invertebrate	0.1	0.45	2.5	-999	-999	-999	3.540481595	-999
16377	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Macrourus holotrachis	adult	fish	ectotherm vertebrate	predacious	0.273	0.674	-999	-999	-999	-999	Fish	adult	Fish	ectotherm vertebrate	0.031	0.1671	1.38	-999	-999	-999	36.02520475	-999
16378	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Macrourus holotrachis	adult	fish	ectotherm vertebrate	predacious	0.273	0.674	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	4126.588805	-999
16379	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Macrourus holotrachis	adult	fish	ectotherm vertebrate	predacious	0.273	0.674	-999	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	44916.3317	-999
16380	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	expert knowledge	published account	Macrourus whitsoni	adult	fish	ectotherm vertebrate	predacious	-999	0.75	-999	-999	-999	-999	Octopoda	adult	Cephalopoda	Invertebrate	-999	0.043	-999	-999	-999	-999	2187.97969	-999
16381	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	expert knowledge	published account	Macrourus whitsoni	adult	fish	ectotherm vertebrate	predacious	-999	0.75	-999	-999	-999	-999	Squid	adult	Squid	Invertebrate	0.1	0.45	2.5	-999	-999	-999	4.659226827	-999
16382	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	expert knowledge	published account	Macrourus whitsoni	adult	fish	ectotherm vertebrate	predacious	-999	0.75	-999	-999	-999	-999	Fish	adult	Fish	ectotherm vertebrate	0.031	0.1671	1.38	-999	-999	-999	47.40869171	-999
16383	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	expert knowledge	published account	Macrourus whitsoni	adult	fish	ectotherm vertebrate	predacious	-999	0.75	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	5430.536143	-999
16384	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	expert knowledge	published account	Macrourus whitsoni	adult	fish	ectotherm vertebrate	predacious	-999	0.75	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	1059.363343	-999
16385	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	expert knowledge	published account	Macrourus whitsoni	adult	fish	ectotherm vertebrate	predacious	-999	0.75	-999	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	59109.29686	-999
16386	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	456.2049004	-999
16387	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Eukrohnia hamata	adult	Chaetognatha	Invertebrate	0.015	0.0198	0.027	-999	-999	-999	128.8166481	-999
16388	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Copepoda	adult	Copepoda	Invertebrate	0.0039	0.00614	0.00663	-999	-999	-999	21551.32115	-999
16389	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Calanus propinquus	adult	Copepoda	Invertebrate	0.0053	0.0057	0.0061	-999	-999	-999	25193.60298	-999
16390	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Oncaea	adult	Copepoda	Invertebrate	0.0002	0.0005	-999	-999	-999	-999	4176288.275	-999
16391	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Metridia gerlachei	adult	copepod	Invertebrate	0.0039	0.0042	0.0044	-999	-999	-999	47841.40971	-999
16392	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Euchaeta antarctica	adult	copepod	Invertebrate	0.006	0.0064	0.007	-999	-999	-999	19753.74907	-999
16393	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Rhincalanus gigas	adult	copepod	Invertebrate	0.0082	0.0087	0.0095	-999	-999	-999	10366.61686	-999
16394	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Euphausiacea	adult	Euphausiacea	Invertebrate	0.00617	0.0172	0.03631	-999	-999	-999	2477.523254	-999
16395	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Euphausia frigida	adult	Euphausiacea	Invertebrate	0.0123	0.0178	-999	-999	-999	-999	2305.39567	-999
16396	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Euphausia superba	adult	Euphausiacea	Invertebrate	0.0012	0.0571	-999	-999	-999	-999	199.3846181	-999
16397	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Pelegobia longicirrata	adult	Polychaeta	Invertebrate	0.0015	0.0039	0.0066	-999	-999	-999	1021809.31	-999
16398	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Thysanoessa macrura	adult	Euphausiacea	Invertebrate	0.0063	0.0172	0.0294	-999	-999	-999	2477.523254	-999
16399	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Gastropoda	adult	Gastropoda	Invertebrate	0.005	0.0852	0.17	-999	-999	-999	2.815030175	-999
16400	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Ostracoda	adult	Ostracoda	Invertebrate	0.0001	0.0024	-999	-999	-999	-999	154947.2492	-999
16401	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Electrona antarctica	adult	fish	ectotherm vertebrate	predacious	0.057	0.113	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	8.17615458	-999
16402	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Harpagifer antarcticus	adult	fish	ectotherm vertebrate	predacious	0.06	0.11	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	39.1123997	-999
16403	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Harpagifer antarcticus	adult	fish	ectotherm vertebrate	predacious	0.06	0.11	-999	-999	-999	-999	Epimeria robusta	adult	Amphipoda	Invertebrate	-999	0.04	-999	-999	-999	-999	392.8883013	-999
16404	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Harpagifer antarcticus	adult	fish	ectotherm vertebrate	predacious	0.06	0.11	-999	-999	-999	-999	Oradarea edentata	adult	Amphipoda	Invertebrate	-999	0.01	-999	-999	-999	-999	7220.962326	-999
16405	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Harpagifer antarcticus	adult	fish	ectotherm vertebrate	predacious	0.06	0.11	-999	-999	-999	-999	Djerboa furcipes	adult	Amphipoda	Invertebrate	-999	0.01	-999	-999	-999	-999	7220.962326	-999
16406	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Harpagifer antarcticus	adult	fish	ectotherm vertebrate	predacious	0.06	0.11	-999	-999	-999	-999	Notocrangon antarcticus	adult	Decapoda	Invertebrate	0.02	0.023	-999	-999	-999	-999	1255.933439	-999
16407	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Harpagifer antarcticus	adult	fish	ectotherm vertebrate	predacious	0.06	0.11	-999	-999	-999	-999	Natatolana meridionalis	adult	Isopoda	Invertebrate	-999	0.01	-999	-999	-999	-999	7220.962326	-999
